REF_DATE,GEO,Type of grain,UOM,SCALAR_FACTOR,VALUE
2019-08,Canada,Durum wheat,Tonnes,units,244220
2019-09,Canada,Durum wheat,Tonnes,units,391362
2019-10,Canada,Durum wheat,Tonnes,units,578456
2019-11,Canada,Durum wheat,Tonnes,units,553720
2019-12,Canada,Durum wheat,Tonnes,units,443200
2020-01,Canada,Durum wheat,Tonnes,units,297703
2020-02,Canada,Durum wheat,Tonnes,units,399391
2020-03,Canada,Durum wheat,Tonnes,units,478662
2020-04,Canada,Durum wheat,Tonnes,units,629602
2020-05,Canada,Durum wheat,Tonnes,units,333221
2020-06,Canada,Durum wheat,Tonnes,units,479131
2020-07,Canada,Durum wheat,Tonnes,units,544400
2020-08,Canada,Durum wheat,Tonnes,units,274386
2020-09,Canada,Durum wheat,Tonnes,units,660801
2020-10,Canada,Durum wheat,Tonnes,units,595153
2020-11,Canada,Durum wheat,Tonnes,units,637004
2020-12,Canada,Durum wheat,Tonnes,units,565581
2021-01,Canada,Durum wheat,Tonnes,units,530327
2021-02,Canada,Durum wheat,Tonnes,units,542211
2021-03,Canada,Durum wheat,Tonnes,units,719200
2021-04,Canada,Durum wheat,Tonnes,units,505000
2021-05,Canada,Durum wheat,Tonnes,units,216800
2021-06,Canada,Durum wheat,Tonnes,units,595846
2021-07,Canada,Durum wheat,Tonnes,units,377030
2021-08,Canada,Durum wheat,Tonnes,units,161187
2021-09,Canada,Durum wheat,Tonnes,units,503600
2021-10,Canada,Durum wheat,Tonnes,units,361929
2021-11,Canada,Durum wheat,Tonnes,units,299165
2021-12,Canada,Durum wheat,Tonnes,units,174545
2001-08,Canada,Oats,Tonnes,units,158950
2001-09,Canada,Oats,Tonnes,units,371260
2001-10,Canada,Oats,Tonnes,units,246213
2001-11,Canada,Oats,Tonnes,units,238879
2001-12,Canada,Oats,Tonnes,units,129875
2002-01,Canada,Oats,Tonnes,units,116709
2002-02,Canada,Oats,Tonnes,units,106406
2002-03,Canada,Oats,Tonnes,units,93621
2002-04,Canada,Oats,Tonnes,units,60014
2002-05,Canada,Oats,Tonnes,units,59576
2002-06,Canada,Oats,Tonnes,units,55506
2002-07,Canada,Oats,Tonnes,units,63750
2002-08,Canada,Oats,Tonnes,units,99225
2002-09,Canada,Oats,Tonnes,units,333059
2002-10,Canada,Oats,Tonnes,units,311097
2002-11,Canada,Oats,Tonnes,units,125151
2002-12,Canada,Oats,Tonnes,units,112071
2003-01,Canada,Oats,Tonnes,units,102749
2003-02,Canada,Oats,Tonnes,units,144904
2003-03,Canada,Oats,Tonnes,units,129108
2003-04,Canada,Oats,Tonnes,units,42876
2003-05,Canada,Oats,Tonnes,units,28917
2003-06,Canada,Oats,Tonnes,units,49814
2003-07,Canada,Oats,Tonnes,units,48014
2003-08,Canada,Oats,Tonnes,units,255456
2003-09,Canada,Oats,Tonnes,units,246681
2003-10,Canada,Oats,Tonnes,units,241083
2003-11,Canada,Oats,Tonnes,units,160149
2003-12,Canada,Oats,Tonnes,units,145175
2004-01,Canada,Oats,Tonnes,units,147649
2004-02,Canada,Oats,Tonnes,units,143346
2004-03,Canada,Oats,Tonnes,units,168610
2004-04,Canada,Oats,Tonnes,units,102802
2004-05,Canada,Oats,Tonnes,units,38824
2004-06,Canada,Oats,Tonnes,units,91247
2004-07,Canada,Oats,Tonnes,units,104364
2004-08,Canada,Oats,Tonnes,units,151485
2004-09,Canada,Oats,Tonnes,units,231905
2004-10,Canada,Oats,Tonnes,units,227555
2004-11,Canada,Oats,Tonnes,units,216748
2004-12,Canada,Oats,Tonnes,units,200868
2005-01,Canada,Oats,Tonnes,units,216814
2005-02,Canada,Oats,Tonnes,units,207134
2005-03,Canada,Oats,Tonnes,units,201494
2005-04,Canada,Oats,Tonnes,units,178831
2005-05,Canada,Oats,Tonnes,units,79748
2005-06,Canada,Oats,Tonnes,units,127237
2005-07,Canada,Oats,Tonnes,units,142710
2005-08,Canada,Oats,Tonnes,units,155441
2005-09,Canada,Oats,Tonnes,units,242019
2005-10,Canada,Oats,Tonnes,units,218482
2005-11,Canada,Oats,Tonnes,units,256995
2005-12,Canada,Oats,Tonnes,units,200609
2006-01,Canada,Oats,Tonnes,units,242984
2006-02,Canada,Oats,Tonnes,units,144403
2006-03,Canada,Oats,Tonnes,units,211728
2006-04,Canada,Oats,Tonnes,units,125840
2006-05,Canada,Oats,Tonnes,units,129773
2006-06,Canada,Oats,Tonnes,units,124615
2006-07,Canada,Oats,Tonnes,units,168851
2006-08,Canada,Oats,Tonnes,units,443915
2006-09,Canada,Oats,Tonnes,units,294538
2006-10,Canada,Oats,Tonnes,units,283827
2006-11,Canada,Oats,Tonnes,units,254053
2006-12,Canada,Oats,Tonnes,units,201425
2007-01,Canada,Oats,Tonnes,units,228213
2007-02,Canada,Oats,Tonnes,units,163911
2007-03,Canada,Oats,Tonnes,units,219146
2007-04,Canada,Oats,Tonnes,units,136728
2007-05,Canada,Oats,Tonnes,units,110013
2007-06,Canada,Oats,Tonnes,units,132023
2007-07,Canada,Oats,Tonnes,units,83666
2007-08,Canada,Oats,Tonnes,units,382537
2007-09,Canada,Oats,Tonnes,units,472623
2007-10,Canada,Oats,Tonnes,units,350352
2007-11,Canada,Oats,Tonnes,units,217751
2007-12,Canada,Oats,Tonnes,units,169776
2008-01,Canada,Oats,Tonnes,units,211274
2008-02,Canada,Oats,Tonnes,units,204747
2008-03,Canada,Oats,Tonnes,units,188530
2008-04,Canada,Oats,Tonnes,units,273928
2008-05,Canada,Oats,Tonnes,units,206315
2008-06,Canada,Oats,Tonnes,units,244560
2008-07,Canada,Oats,Tonnes,units,399918
2008-08,Canada,Oats,Tonnes,units,238781
2008-09,Canada,Oats,Tonnes,units,286574
2008-10,Canada,Oats,Tonnes,units,339498
2008-11,Canada,Oats,Tonnes,units,147118
2008-12,Canada,Oats,Tonnes,units,162485
2009-01,Canada,Oats,Tonnes,units,202580
2009-02,Canada,Oats,Tonnes,units,140913
2009-03,Canada,Oats,Tonnes,units,220565
2009-04,Canada,Oats,Tonnes,units,206211
2009-05,Canada,Oats,Tonnes,units,162964
2009-06,Canada,Oats,Tonnes,units,292695
2009-07,Canada,Oats,Tonnes,units,274722
2009-08,Canada,Oats,Tonnes,units,224722
2009-09,Canada,Oats,Tonnes,units,283175
2009-10,Canada,Oats,Tonnes,units,165135
2009-11,Canada,Oats,Tonnes,units,210706
2009-12,Canada,Oats,Tonnes,units,203439
2010-01,Canada,Oats,Tonnes,units,228463
2010-02,Canada,Oats,Tonnes,units,238192
2010-03,Canada,Oats,Tonnes,units,373595
2010-04,Canada,Oats,Tonnes,units,107498
2010-05,Canada,Oats,Tonnes,units,120286
2010-06,Canada,Oats,Tonnes,units,250659
2010-07,Canada,Oats,Tonnes,units,311511
2010-08,Canada,Oats,Tonnes,units,244698
2010-09,Canada,Oats,Tonnes,units,296851
2010-10,Canada,Oats,Tonnes,units,127648
2010-11,Canada,Oats,Tonnes,units,152556
2010-12,Canada,Oats,Tonnes,units,201066
2011-01,Canada,Oats,Tonnes,units,172502
2011-02,Canada,Oats,Tonnes,units,190875
2011-03,Canada,Oats,Tonnes,units,201842
2011-04,Canada,Oats,Tonnes,units,161666
2011-05,Canada,Oats,Tonnes,units,109350
2011-06,Canada,Oats,Tonnes,units,179741
2011-07,Canada,Oats,Tonnes,units,162020
2011-08,Canada,Oats,Tonnes,units,279794
2011-09,Canada,Oats,Tonnes,units,472126
2011-10,Canada,Oats,Tonnes,units,219205
2011-11,Canada,Oats,Tonnes,units,242937
2011-12,Canada,Oats,Tonnes,units,209850
2012-01,Canada,Oats,Tonnes,units,134658
2012-02,Canada,Oats,Tonnes,units,204780
2012-03,Canada,Oats,Tonnes,units,173452
2012-04,Canada,Oats,Tonnes,units,208711
2012-05,Canada,Oats,Tonnes,units,204524
2012-06,Canada,Oats,Tonnes,units,194512
2012-07,Canada,Oats,Tonnes,units,197406
2012-08,Canada,Oats,Tonnes,units,391135
2012-09,Canada,Oats,Tonnes,units,279670
2012-10,Canada,Oats,Tonnes,units,240313
2012-11,Canada,Oats,Tonnes,units,209964
2012-12,Canada,Oats,Tonnes,units,131090
2013-01,Canada,Oats,Tonnes,units,168916
2013-02,Canada,Oats,Tonnes,units,209329
2013-03,Canada,Oats,Tonnes,units,209548
2013-04,Canada,Oats,Tonnes,units,190481
2013-05,Canada,Oats,Tonnes,units,102735
2013-06,Canada,Oats,Tonnes,units,144501
2013-07,Canada,Oats,Tonnes,units,164752
2013-08,Canada,Oats,Tonnes,units,141976
2013-09,Canada,Oats,Tonnes,units,260363
2013-10,Canada,Oats,Tonnes,units,339729
2013-11,Canada,Oats,Tonnes,units,279353
2013-12,Canada,Oats,Tonnes,units,189577
2014-01,Canada,Oats,Tonnes,units,141940
2014-02,Canada,Oats,Tonnes,units,149515
2014-03,Canada,Oats,Tonnes,units,183271
2014-04,Canada,Oats,Tonnes,units,146258
2014-05,Canada,Oats,Tonnes,units,196615
2014-06,Canada,Oats,Tonnes,units,212972
2014-07,Canada,Oats,Tonnes,units,261319
2014-08,Canada,Oats,Tonnes,units,210368
2014-09,Canada,Oats,Tonnes,units,261146
2014-10,Canada,Oats,Tonnes,units,277403
2014-11,Canada,Oats,Tonnes,units,204716
2014-12,Canada,Oats,Tonnes,units,201073
2015-01,Canada,Oats,Tonnes,units,267142
2015-02,Canada,Oats,Tonnes,units,178726
2015-03,Canada,Oats,Tonnes,units,263045
2015-04,Canada,Oats,Tonnes,units,202806
2015-05,Canada,Oats,Tonnes,units,108677
2015-06,Canada,Oats,Tonnes,units,176443
2015-07,Canada,Oats,Tonnes,units,181534
2015-08,Canada,Oats,Tonnes,units,249642
2015-09,Canada,Oats,Tonnes,units,387464
2015-10,Canada,Oats,Tonnes,units,237040
2015-11,Canada,Oats,Tonnes,units,251724
2015-12,Canada,Oats,Tonnes,units,255382
2016-01,Canada,Oats,Tonnes,units,200806
2016-02,Canada,Oats,Tonnes,units,195389
2016-03,Canada,Oats,Tonnes,units,203023
2016-04,Canada,Oats,Tonnes,units,142620
2016-05,Canada,Oats,Tonnes,units,128355
2016-06,Canada,Oats,Tonnes,units,204310
2016-07,Canada,Oats,Tonnes,units,150173
2016-08,Canada,Oats,Tonnes,units,326783
2016-09,Canada,Oats,Tonnes,units,319111
2016-10,Canada,Oats,Tonnes,units,188140
2016-11,Canada,Oats,Tonnes,units,344064
2016-12,Canada,Oats,Tonnes,units,200215
2017-01,Canada,Oats,Tonnes,units,206127
2017-02,Canada,Oats,Tonnes,units,172695
2017-03,Canada,Oats,Tonnes,units,220028
2017-04,Canada,Oats,Tonnes,units,129480
2017-05,Canada,Oats,Tonnes,units,92779
2017-06,Canada,Oats,Tonnes,units,161868
2017-07,Canada,Oats,Tonnes,units,111154
2017-08,Canada,Oats,Tonnes,units,345045
2017-09,Canada,Oats,Tonnes,units,284322
2017-10,Canada,Oats,Tonnes,units,213942
2017-11,Canada,Oats,Tonnes,units,254604
2017-12,Canada,Oats,Tonnes,units,169682
2018-01,Canada,Oats,Tonnes,units,245841
2018-02,Canada,Oats,Tonnes,units,180429
2018-03,Canada,Oats,Tonnes,units,167797
2018-04,Canada,Oats,Tonnes,units,188866
2018-05,Canada,Oats,Tonnes,units,149893
2018-06,Canada,Oats,Tonnes,units,192899
2018-07,Canada,Oats,Tonnes,units,170906
2018-08,Canada,Oats,Tonnes,units,332490
2018-09,Canada,Oats,Tonnes,units,263041
2018-10,Canada,Oats,Tonnes,units,215293
2018-11,Canada,Oats,Tonnes,units,298728
2018-12,Canada,Oats,Tonnes,units,158600
2019-01,Canada,Oats,Tonnes,units,242063
2019-02,Canada,Oats,Tonnes,units,176442
2019-03,Canada,Oats,Tonnes,units,187676
2019-04,Canada,Oats,Tonnes,units,183743
2019-05,Canada,Oats,Tonnes,units,188972
2019-06,Canada,Oats,Tonnes,units,131634
2019-07,Canada,Oats,Tonnes,units,128123
2019-08,Canada,Oats,Tonnes,units,226629
2019-09,Canada,Oats,Tonnes,units,381557
2019-10,Canada,Oats,Tonnes,units,407159
2019-11,Canada,Oats,Tonnes,units,225872
2019-12,Canada,Oats,Tonnes,units,315454
2020-01,Canada,Oats,Tonnes,units,198701
2020-02,Canada,Oats,Tonnes,units,175757
2020-03,Canada,Oats,Tonnes,units,206322
2020-04,Canada,Oats,Tonnes,units,375629
2020-05,Canada,Oats,Tonnes,units,108484
2020-06,Canada,Oats,Tonnes,units,222923
2020-07,Canada,Oats,Tonnes,units,173147
2020-08,Canada,Oats,Tonnes,units,290864
2020-09,Canada,Oats,Tonnes,units,553796
2020-10,Canada,Oats,Tonnes,units,332483
2020-11,Canada,Oats,Tonnes,units,288980
2020-12,Canada,Oats,Tonnes,units,246116
2021-01,Canada,Oats,Tonnes,units,263167
2021-02,Canada,Oats,Tonnes,units,217258
2021-03,Canada,Oats,Tonnes,units,272623
2021-04,Canada,Oats,Tonnes,units,236880
2021-05,Canada,Oats,Tonnes,units,134711
2021-06,Canada,Oats,Tonnes,units,232385
2021-07,Canada,Oats,Tonnes,units,166904
2021-08,Canada,Oats,Tonnes,units,267234
2021-09,Canada,Oats,Tonnes,units,327459
2021-10,Canada,Oats,Tonnes,units,246854
2021-11,Canada,Oats,Tonnes,units,200536
2021-12,Canada,Oats,Tonnes,units,226158
2001-08,Canada,Barley,Tonnes,units,354054
2001-09,Canada,Barley,Tonnes,units,347270
2001-10,Canada,Barley,Tonnes,units,513120
2001-11,Canada,Barley,Tonnes,units,304259
2001-12,Canada,Barley,Tonnes,units,324479
2002-01,Canada,Barley,Tonnes,units,291993
2002-02,Canada,Barley,Tonnes,units,269329
2002-03,Canada,Barley,Tonnes,units,268092
2002-04,Canada,Barley,Tonnes,units,276394
2002-05,Canada,Barley,Tonnes,units,239592
2002-06,Canada,Barley,Tonnes,units,295897
2002-07,Canada,Barley,Tonnes,units,361902
2002-08,Canada,Barley,Tonnes,units,224363
2002-09,Canada,Barley,Tonnes,units,304957
2002-10,Canada,Barley,Tonnes,units,309190
2002-11,Canada,Barley,Tonnes,units,261167
2002-12,Canada,Barley,Tonnes,units,236078
2003-01,Canada,Barley,Tonnes,units,159600
2003-02,Canada,Barley,Tonnes,units,158339
2003-03,Canada,Barley,Tonnes,units,169946
2003-04,Canada,Barley,Tonnes,units,154572
2003-05,Canada,Barley,Tonnes,units,140248
2003-06,Canada,Barley,Tonnes,units,167825
2003-07,Canada,Barley,Tonnes,units,201908
2003-08,Canada,Barley,Tonnes,units,279433
2003-09,Canada,Barley,Tonnes,units,460250
2003-10,Canada,Barley,Tonnes,units,499486
2003-11,Canada,Barley,Tonnes,units,438513
2003-12,Canada,Barley,Tonnes,units,461652
2004-01,Canada,Barley,Tonnes,units,381413
2004-02,Canada,Barley,Tonnes,units,421929
2004-03,Canada,Barley,Tonnes,units,499646
2004-04,Canada,Barley,Tonnes,units,419018
2004-05,Canada,Barley,Tonnes,units,306164
2004-06,Canada,Barley,Tonnes,units,407178
2004-07,Canada,Barley,Tonnes,units,387927
2004-08,Canada,Barley,Tonnes,units,222973
2004-09,Canada,Barley,Tonnes,units,437010
2004-10,Canada,Barley,Tonnes,units,288910
2004-11,Canada,Barley,Tonnes,units,317001
2004-12,Canada,Barley,Tonnes,units,406455
2005-01,Canada,Barley,Tonnes,units,399719
2005-02,Canada,Barley,Tonnes,units,391791
2005-03,Canada,Barley,Tonnes,units,427100
2005-04,Canada,Barley,Tonnes,units,291492
2005-05,Canada,Barley,Tonnes,units,200832
2005-06,Canada,Barley,Tonnes,units,413693
2005-07,Canada,Barley,Tonnes,units,470745
2005-08,Canada,Barley,Tonnes,units,499250
2005-09,Canada,Barley,Tonnes,units,422344
2005-10,Canada,Barley,Tonnes,units,454549
2005-11,Canada,Barley,Tonnes,units,651095
2005-12,Canada,Barley,Tonnes,units,369046
2006-01,Canada,Barley,Tonnes,units,506915
2006-02,Canada,Barley,Tonnes,units,307974
2006-03,Canada,Barley,Tonnes,units,265673
2006-04,Canada,Barley,Tonnes,units,303054
2006-05,Canada,Barley,Tonnes,units,278058
2006-06,Canada,Barley,Tonnes,units,291977
2006-07,Canada,Barley,Tonnes,units,302831
2006-08,Canada,Barley,Tonnes,units,352928
2006-09,Canada,Barley,Tonnes,units,338778
2006-10,Canada,Barley,Tonnes,units,454124
2006-11,Canada,Barley,Tonnes,units,437905
2006-12,Canada,Barley,Tonnes,units,358916
2007-01,Canada,Barley,Tonnes,units,434962
2007-02,Canada,Barley,Tonnes,units,251516
2007-03,Canada,Barley,Tonnes,units,282622
2007-04,Canada,Barley,Tonnes,units,256661
2007-05,Canada,Barley,Tonnes,units,250617
2007-06,Canada,Barley,Tonnes,units,258612
2007-07,Canada,Barley,Tonnes,units,617146
2007-08,Canada,Barley,Tonnes,units,303979
2007-09,Canada,Barley,Tonnes,units,662955
2007-10,Canada,Barley,Tonnes,units,776937
2007-11,Canada,Barley,Tonnes,units,515250
2007-12,Canada,Barley,Tonnes,units,460711
2008-01,Canada,Barley,Tonnes,units,515280
2008-02,Canada,Barley,Tonnes,units,395602
2008-03,Canada,Barley,Tonnes,units,344967
2008-04,Canada,Barley,Tonnes,units,509299
2008-05,Canada,Barley,Tonnes,units,427441
2008-06,Canada,Barley,Tonnes,units,265319
2008-07,Canada,Barley,Tonnes,units,285731
2008-08,Canada,Barley,Tonnes,units,196592
2008-09,Canada,Barley,Tonnes,units,462889
2008-10,Canada,Barley,Tonnes,units,388844
2008-11,Canada,Barley,Tonnes,units,280839
2008-12,Canada,Barley,Tonnes,units,344102
2009-01,Canada,Barley,Tonnes,units,452674
2009-02,Canada,Barley,Tonnes,units,320754
2009-03,Canada,Barley,Tonnes,units,383682
2009-04,Canada,Barley,Tonnes,units,592849
2009-05,Canada,Barley,Tonnes,units,278121
2009-06,Canada,Barley,Tonnes,units,323834
2009-07,Canada,Barley,Tonnes,units,510955
2009-08,Canada,Barley,Tonnes,units,349071
2009-09,Canada,Barley,Tonnes,units,267718
2009-10,Canada,Barley,Tonnes,units,248631
2009-11,Canada,Barley,Tonnes,units,265347
2009-12,Canada,Barley,Tonnes,units,324986
2010-01,Canada,Barley,Tonnes,units,220171
2010-02,Canada,Barley,Tonnes,units,292581
2010-03,Canada,Barley,Tonnes,units,448522
2010-04,Canada,Barley,Tonnes,units,235442
2010-05,Canada,Barley,Tonnes,units,215438
2010-06,Canada,Barley,Tonnes,units,300408
2010-07,Canada,Barley,Tonnes,units,295018
2010-08,Canada,Barley,Tonnes,units,330761
2010-09,Canada,Barley,Tonnes,units,301950
2010-10,Canada,Barley,Tonnes,units,263452
2010-11,Canada,Barley,Tonnes,units,322449
2010-12,Canada,Barley,Tonnes,units,386700
2011-01,Canada,Barley,Tonnes,units,291559
2011-02,Canada,Barley,Tonnes,units,290103
2011-03,Canada,Barley,Tonnes,units,315298
2011-04,Canada,Barley,Tonnes,units,209423
2011-05,Canada,Barley,Tonnes,units,208344
2011-06,Canada,Barley,Tonnes,units,235572
2011-07,Canada,Barley,Tonnes,units,189500
2011-08,Canada,Barley,Tonnes,units,178013
2011-09,Canada,Barley,Tonnes,units,317964
2011-10,Canada,Barley,Tonnes,units,346862
2011-11,Canada,Barley,Tonnes,units,333575
2011-12,Canada,Barley,Tonnes,units,298884
2012-01,Canada,Barley,Tonnes,units,287398
2012-02,Canada,Barley,Tonnes,units,364506
2012-03,Canada,Barley,Tonnes,units,204009
2012-04,Canada,Barley,Tonnes,units,179859
2012-05,Canada,Barley,Tonnes,units,223859
2012-06,Canada,Barley,Tonnes,units,211350
2012-07,Canada,Barley,Tonnes,units,204790
2012-08,Canada,Barley,Tonnes,units,308405
2012-09,Canada,Barley,Tonnes,units,343175
2012-10,Canada,Barley,Tonnes,units,499212
2012-11,Canada,Barley,Tonnes,units,314510
2012-12,Canada,Barley,Tonnes,units,310329
2013-01,Canada,Barley,Tonnes,units,394010
2013-02,Canada,Barley,Tonnes,units,371130
2013-03,Canada,Barley,Tonnes,units,363091
2013-04,Canada,Barley,Tonnes,units,316520
2013-05,Canada,Barley,Tonnes,units,265122
2013-06,Canada,Barley,Tonnes,units,267099
2013-07,Canada,Barley,Tonnes,units,283224
2013-08,Canada,Barley,Tonnes,units,310889
2013-09,Canada,Barley,Tonnes,units,346550
2013-10,Canada,Barley,Tonnes,units,470612
2013-11,Canada,Barley,Tonnes,units,339130
2013-12,Canada,Barley,Tonnes,units,295281
2014-01,Canada,Barley,Tonnes,units,309473
2014-02,Canada,Barley,Tonnes,units,320339
2014-03,Canada,Barley,Tonnes,units,390631
2014-04,Canada,Barley,Tonnes,units,360844
2014-05,Canada,Barley,Tonnes,units,314739
2014-06,Canada,Barley,Tonnes,units,357317
2014-07,Canada,Barley,Tonnes,units,339098
2014-08,Canada,Barley,Tonnes,units,311338
2014-09,Canada,Barley,Tonnes,units,254146
2014-10,Canada,Barley,Tonnes,units,315691
2014-11,Canada,Barley,Tonnes,units,359030
2014-12,Canada,Barley,Tonnes,units,364830
2015-01,Canada,Barley,Tonnes,units,404839
2015-02,Canada,Barley,Tonnes,units,352352
2015-03,Canada,Barley,Tonnes,units,297977
2015-04,Canada,Barley,Tonnes,units,299463
2015-05,Canada,Barley,Tonnes,units,267514
2015-06,Canada,Barley,Tonnes,units,270475
2015-07,Canada,Barley,Tonnes,units,309153
2015-08,Canada,Barley,Tonnes,units,163950
2015-09,Canada,Barley,Tonnes,units,285627
2015-10,Canada,Barley,Tonnes,units,314630
2015-11,Canada,Barley,Tonnes,units,297846
2015-12,Canada,Barley,Tonnes,units,328279
2016-01,Canada,Barley,Tonnes,units,287390
2016-02,Canada,Barley,Tonnes,units,316247
2016-03,Canada,Barley,Tonnes,units,355640
2016-04,Canada,Barley,Tonnes,units,243640
2016-05,Canada,Barley,Tonnes,units,232641
2016-06,Canada,Barley,Tonnes,units,202588
2016-07,Canada,Barley,Tonnes,units,201775
2016-08,Canada,Barley,Tonnes,units,192621
2016-09,Canada,Barley,Tonnes,units,280832
2016-10,Canada,Barley,Tonnes,units,258862
2016-11,Canada,Barley,Tonnes,units,350432
2016-12,Canada,Barley,Tonnes,units,186992
2017-01,Canada,Barley,Tonnes,units,264650
2017-02,Canada,Barley,Tonnes,units,276856
2017-03,Canada,Barley,Tonnes,units,347509
2017-04,Canada,Barley,Tonnes,units,282682
2017-05,Canada,Barley,Tonnes,units,206101
2017-06,Canada,Barley,Tonnes,units,435882
2017-07,Canada,Barley,Tonnes,units,289893
2017-08,Canada,Barley,Tonnes,units,253793
2017-09,Canada,Barley,Tonnes,units,290719
2017-10,Canada,Barley,Tonnes,units,312583
2017-11,Canada,Barley,Tonnes,units,422918
2017-12,Canada,Barley,Tonnes,units,220343
2018-01,Canada,Barley,Tonnes,units,508281
2018-02,Canada,Barley,Tonnes,units,326255
2018-03,Canada,Barley,Tonnes,units,298681
2018-04,Canada,Barley,Tonnes,units,322518
2018-05,Canada,Barley,Tonnes,units,196337
2018-06,Canada,Barley,Tonnes,units,226095
2018-07,Canada,Barley,Tonnes,units,188063
2018-08,Canada,Barley,Tonnes,units,356989
2018-09,Canada,Barley,Tonnes,units,351282
2018-10,Canada,Barley,Tonnes,units,329114
2018-11,Canada,Barley,Tonnes,units,449551
2018-12,Canada,Barley,Tonnes,units,329536
2019-01,Canada,Barley,Tonnes,units,479052
2019-02,Canada,Barley,Tonnes,units,372404
2019-03,Canada,Barley,Tonnes,units,271825
2019-04,Canada,Barley,Tonnes,units,265731
2019-05,Canada,Barley,Tonnes,units,252352
2019-06,Canada,Barley,Tonnes,units,204921
2019-07,Canada,Barley,Tonnes,units,182763
2019-08,Canada,Barley,Tonnes,units,241949
2019-09,Canada,Barley,Tonnes,units,408538
2019-10,Canada,Barley,Tonnes,units,548631
2019-11,Canada,Barley,Tonnes,units,462774
2019-12,Canada,Barley,Tonnes,units,452980
2020-01,Canada,Barley,Tonnes,units,337687
2020-02,Canada,Barley,Tonnes,units,352034
2020-03,Canada,Barley,Tonnes,units,297282
2020-04,Canada,Barley,Tonnes,units,444496
2020-05,Canada,Barley,Tonnes,units,226174
2020-06,Canada,Barley,Tonnes,units,311746
2020-07,Canada,Barley,Tonnes,units,301736
2020-08,Canada,Barley,Tonnes,units,353305
2020-09,Canada,Barley,Tonnes,units,686965
2020-10,Canada,Barley,Tonnes,units,583656
2020-11,Canada,Barley,Tonnes,units,476226
2020-12,Canada,Barley,Tonnes,units,566408
2021-01,Canada,Barley,Tonnes,units,490963
2021-02,Canada,Barley,Tonnes,units,354105
2021-03,Canada,Barley,Tonnes,units,697034
2021-04,Canada,Barley,Tonnes,units,410655
2021-05,Canada,Barley,Tonnes,units,197441
2021-06,Canada,Barley,Tonnes,units,187289
2021-07,Canada,Barley,Tonnes,units,130264
2021-08,Canada,Barley,Tonnes,units,424660
2021-09,Canada,Barley,Tonnes,units,1008185
2021-10,Canada,Barley,Tonnes,units,557802
2021-11,Canada,Barley,Tonnes,units,437710
2021-12,Canada,Barley,Tonnes,units,292490
2001-08,Canada,Rye,Tonnes,units,14133
2001-09,Canada,Rye,Tonnes,units,17833
2001-10,Canada,Rye,Tonnes,units,14249
2001-11,Canada,Rye,Tonnes,units,8294
2001-12,Canada,Rye,Tonnes,units,8379
2002-01,Canada,Rye,Tonnes,units,6661
2002-02,Canada,Rye,Tonnes,units,5065
2002-03,Canada,Rye,Tonnes,units,5096
2002-04,Canada,Rye,Tonnes,units,4310
2002-05,Canada,Rye,Tonnes,units,4902
2002-06,Canada,Rye,Tonnes,units,5888
2002-07,Canada,Rye,Tonnes,units,6087
2002-08,Canada,Rye,Tonnes,units,13435
2002-09,Canada,Rye,Tonnes,units,13896
2002-10,Canada,Rye,Tonnes,units,9475
2002-11,Canada,Rye,Tonnes,units,4570
2002-12,Canada,Rye,Tonnes,units,4561
2003-01,Canada,Rye,Tonnes,units,3157
2003-02,Canada,Rye,Tonnes,units,5498
2003-03,Canada,Rye,Tonnes,units,3817
2003-04,Canada,Rye,Tonnes,units,2364
2003-05,Canada,Rye,Tonnes,units,2671
2003-06,Canada,Rye,Tonnes,units,2944
2003-07,Canada,Rye,Tonnes,units,3236
2003-08,Canada,Rye,Tonnes,units,12500
2003-09,Canada,Rye,Tonnes,units,20958
2003-10,Canada,Rye,Tonnes,units,10678
2003-11,Canada,Rye,Tonnes,units,9917
2003-12,Canada,Rye,Tonnes,units,10974
2004-01,Canada,Rye,Tonnes,units,11384
2004-02,Canada,Rye,Tonnes,units,18301
2004-03,Canada,Rye,Tonnes,units,44014
2004-04,Canada,Rye,Tonnes,units,22568
2004-05,Canada,Rye,Tonnes,units,25416
2004-06,Canada,Rye,Tonnes,units,24904
2004-07,Canada,Rye,Tonnes,units,9772
2004-08,Canada,Rye,Tonnes,units,19376
2004-09,Canada,Rye,Tonnes,units,35296
2004-10,Canada,Rye,Tonnes,units,18149
2004-11,Canada,Rye,Tonnes,units,14844
2004-12,Canada,Rye,Tonnes,units,10649
2005-01,Canada,Rye,Tonnes,units,5689
2005-02,Canada,Rye,Tonnes,units,7356
2005-03,Canada,Rye,Tonnes,units,9706
2005-04,Canada,Rye,Tonnes,units,9779
2005-05,Canada,Rye,Tonnes,units,7855
2005-06,Canada,Rye,Tonnes,units,12128
2005-07,Canada,Rye,Tonnes,units,11051
2005-08,Canada,Rye,Tonnes,units,24119
2005-09,Canada,Rye,Tonnes,units,18216
2005-10,Canada,Rye,Tonnes,units,12136
2005-11,Canada,Rye,Tonnes,units,12443
2005-12,Canada,Rye,Tonnes,units,10939
2006-01,Canada,Rye,Tonnes,units,10428
2006-02,Canada,Rye,Tonnes,units,10698
2006-03,Canada,Rye,Tonnes,units,13811
2006-04,Canada,Rye,Tonnes,units,9903
2006-05,Canada,Rye,Tonnes,units,23184
2006-06,Canada,Rye,Tonnes,units,14079
